state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,deaths_covid,deaths_covid_coverage,start_date
MA,1/21/2021,12,89,96,101,19554,2005,101,0.829548941,102,16221,19554,0.124341085,101,2005,16125,0.103196253,101,2005,19429,44,101,12/31/2019
WI,7/26/2021,7,110,0,138,12269,206,138,0.625560355,141,7675,12269,0.027488658,138,206,7494,0.017152373,138,206,12010,2,138,12/31/2019
AZ,3/9/2020,0,0,0,1,50,0,1,0.96,1,48,50,0,1,0,48,0,1,0,50,0,1,12/31/2019
IL,10/7/2020,21,151,23,175,30096,2000,189,0.669059011,187,20136,30096,0.098186643,188,1998,20349,0.066525481,182,1979,29748,10,181,12/31/2019
AR,11/3/2020,36,54,13,90,8855,705,90,0.636702428,90,5638,8855,0.127371274,90,705,5535,0.081271676,88,703,8650,7,90,12/31/2019
DE,8/26/2021,1,13,5,15,3529,268,15,0.786058373,16,2774,3529,0.097454545,15,268,2750,0.076571429,15,268,3500,2,15,12/31/2019
MD,2/17/2021,2,57,15,59,11897,1327,59,0.793981676,60,9446,11897,0.141410912,59,1327,9384,0.112629435,59,1327,11782,20,59,12/31/2019
IA,5/3/2021,0,38,0,120,7894,248,120,0.594122118,122,4690,7894,0.053784429,120,248,4611,0.031807105,120,248,7797,2,120,12/31/2019
LA,9/30/2020,39,149,9,185,14162,525,209,0.66904392,176,9475,14162,0.055442577,172,518,9343,0.037217991,172,518,13918,3,185,12/31/2019
UT,8/10/2021,0,45,0,53,5571,384,53,0.62179142,54,3464,5571,0.112510987,53,384,3413,0.069881711,53,384,5495,0,53,12/31/2019
TN,7/3/2021,8,103,15,111,20078,248,111,0.655684788,133,12797,19517,0.02060314,111,248,12037,0.013514986,111,248,18350,5,111,12/31/2019
MO,10/5/2020,41,92,9,135,20784,1208,135,0.624182063,138,12973,20784,0.094146988,135,1208,12831,0.058290282,134,1196,20518,12,135,12/31/2019
MO,3/14/2021,21,99,10,136,17096,860,136,0.738476837,140,12625,17096,0.069076305,136,860,12450,0.051114413,136,860,16825,3,136,12/31/2019
GA,7/2/2021,23,120,6,163,22186,591,163,0.763589651,166,16941,22186,0.035233099,163,591,16774,0.026985069,163,591,21901,3,163,12/31/2019
IA,7/6/2021,0,30,0,119,7886,189,119,0.594344408,121,4687,7886,0.040864865,119,189,4625,0.024264989,119,189,7789,1,119,12/31/2019
TX,3/11/2020,0,0,22,18,5144,144,19,0.737218814,15,2884,3912,0.049583911,15,143,2884,0.027993779,19,144,5144,0,18,12/31/2019
WA,5/15/2021,7,95,11,102,14542,624,102,0.662907441,104,9640,14542,0.065271967,102,624,9560,0.043324307,102,624,14403,3,102,12/31/2019
IL,2/20/2020,0,0,0,2,86,0,2,0.361111111,1,13,36,0,1,0,13,0,2,0,86,0,2,12/31/2019
NJ,3/7/2021,8,80,52,95,24340,1853,95,0.669720624,96,16301,24340,0.113946624,95,1853,16262,0.076361988,95,1853,24266,23,95,12/31/2019
IN,6/18/2021,11,153,0,165,19145,454,165,0.65949334,167,12626,19145,0.036290967,165,454,12510,0.023893479,165,454,19001,9,165,12/31/2019
OR,2/12/2021,3,55,12,63,6869,314,63,0.731693114,65,5026,6869,0.063601377,63,314,4937,0.046760983,63,314,6715,3,63,12/31/2019
TX,7/15/2021,101,454,61,590,68369,3097,590,0.757711828,595,51804,68369,0.060534391,590,3097,51161,0.045793964,590,3097,67629,22,590,12/31/2019
TX,5/20/2021,107,477,69,590,69454,2619,590,0.72470988,595,50334,69454,0.05270254,590,2619,49694,0.038132262,590,2619,68682,21,590,12/31/2019
KS,4/10/2021,11,135,0,147,8800,164,147,0.558863636,150,4918,8800,0.033613445,147,164,4879,0.018820289,147,164,8714,2,147,12/31/2019
OH,4/10/2021,12,209,25,229,32281,1589,229,0.6992968,233,22574,32281,0.070959675,229,1589,22393,0.049712176,229,1589,31964,7,229,12/31/2019
NE,3/13/2020,0,0,0,3,44,0,3,0,3,0,44,,3,0,0,0,3,0,44,0,3,12/31/2019
MD,3/6/2020,0,0,0,1,6,0,1,0.666666667,1,4,6,0,1,0,4,0,1,0,6,0,1,12/31/2019
KY,1/24/2021,0,117,20,117,14544,1642,117,0.610217272,119,8875,14544,0.187678592,117,1642,8749,0.114345404,117,1642,14360,30,117,12/31/2019
IL,8/14/2021,13,166,83,201,31430,1807,201,0.719280942,206,22607,31430,0.080691257,201,1807,22394,0.058140283,201,1807,31080,11,201,12/31/2019
NH,11/6/2020,3,26,5,30,3255,76,30,0.696466974,30,2267,3255,0.033524482,30,76,2267,0.023348694,30,76,3255,0,30,12/31/2019
GA,7/17/2021,24,122,5,166,22696,1010,166,0.754846669,169,17132,22696,0.059608121,166,1010,16944,0.045073188,166,1010,22408,5,166,12/31/2019
RI,9/30/2020,2,12,2,14,2319,91,14,0.977576542,15,2267,2319,0.040807175,14,91,2230,0.040734109,14,91,2234,2,14,12/31/2019
FL,6/12/2021,6,248,68,263,58622,1886,263,0.759493023,269,44523,58622,0.043000456,263,1886,43860,0.032708984,263,1886,57660,14,263,12/31/2019
PR,4/7/2021,7,59,2,66,9524,351,66,0.578958421,67,5514,9524,0.065181058,66,351,5385,0.037572254,66,351,9342,4,66,12/31/2019
AR,8/16/2021,22,72,4,94,8176,1440,94,0.715508806,96,5850,8176,0.247252747,94,1440,5824,0.177056437,94,1440,8133,13,94,12/31/2019
OK,11/5/2020,49,101,14,151,11374,1074,151,0.706084051,153,8031,11374,0.136035465,151,1074,7895,0.096081589,151,1074,11178,18,151,12/31/2019
NE,1/29/2021,9,91,9,100,4452,350,100,0.661051213,101,2943,4452,0.121191136,100,350,2888,0.080054895,100,350,4372,3,100,12/31/2019
NE,1/23/2021,10,90,8,100,4357,417,100,0.663834673,100,2891,4355,0.146830986,99,417,2840,0.097498246,100,417,4277,5,100,12/31/2019
AL,4/28/2021,26,81,2,115,15558,407,115,0.747782491,117,11634,15558,0.035238095,115,407,11550,0.026421709,115,407,15404,4,115,12/31/2019
IL,3/22/2021,11,155,59,183,29568,1299,183,0.632711039,188,18708,29568,0.070296012,183,1299,18479,0.044468027,183,1299,29212,12,183,12/31/2019
MO,10/26/2020,45,82,26,127,19777,1497,127,0.604388937,131,11953,19777,0.127436792,127,1497,11747,0.076796799,127,1497,19493,22,127,12/31/2019
WI,3/22/2021,10,110,0,138,12995,288,138,0.564524817,141,7336,12995,0.040150565,138,288,7173,0.022613065,138,288,12736,4,138,12/31/2019
WY,6/16/2021,2,26,1,28,1525,43,28,0.455081967,30,694,1525,0.063703704,28,43,675,0.029251701,28,43,1470,0,28,12/31/2019
MO,4/6/2021,20,85,6,121,15375,810,121,0.765463415,125,11769,15375,0.070111659,121,810,11553,0.053677932,121,810,15090,3,121,12/31/2019
OH,2/9/2021,15,174,38,196,29813,2380,196,0.708415792,200,21120,29813,0.113979216,196,2380,20881,0.080702587,196,2380,29491,31,196,12/31/2019
OR,8/29/2021,9,49,32,63,7196,1241,63,0.747220678,65,5377,7196,0.235394537,63,1241,5272,0.1761533,63,1241,7045,18,63,12/31/2019
NC,10/3/2020,5,114,124,122,23186,1190,123,0.729233158,127,16908,23186,0.071253218,122,1190,16701,0.052051439,122,1190,22862,13,120,12/31/2019
WY,3/26/2021,3,26,0,29,1735,32,29,0.442074928,31,767,1735,0.042723632,29,32,749,0.01891253,29,32,1692,0,29,12/31/2019
CA,3/14/2021,99,306,36,411,63127,3577,410,0.716904019,419,45256,63127,0.079907962,410,3577,44764,0.057365087,410,3577,62355,46,410,12/31/2019
NV,2/9/2021,0,1,25,58,8719,952,58,0.749168483,60,6532,8719,0.148726761,58,952,6401,0.111540715,58,952,8535,23,58,12/31/2019
CT,3/30/2021,4,28,23,32,7846,596,32,0.804868723,33,6315,7846,0.095268542,32,596,6256,0.076823924,32,596,7758,3,32,12/31/2019
CO,10/30/2020,6,93,3,99,11455,801,99,0.692361414,100,7931,11455,0.101960285,99,801,7856,0.070402679,98,799,11349,18,99,12/31/2019
CT,5/12/2021,4,35,17,39,8445,286,39,0.80509177,40,6799,8445,0.042433234,39,286,6740,0.034226903,39,286,8356,2,39,12/31/2019
ME,8/3/2021,3,26,0,36,3163,63,36,0.718305406,37,2272,3163,0.028125,36,63,2240,0.020140665,36,63,3128,0,36,12/31/2019
CA,6/23/2021,59,322,53,407,64259,1249,405,0.763675127,415,49073,64259,0.025763733,405,1249,48479,0.019691308,405,1249,63429,18,405,12/31/2019
WA,6/16/2021,9,94,13,103,13585,508,103,0.732793522,105,9955,13585,0.05151085,103,508,9862,0.037763901,103,508,13452,5,103,12/31/2019
MO,5/14/2021,24,96,15,136,17122,728,136,0.804462096,140,13774,17122,0.053679398,136,728,13562,0.043220138,136,728,16844,4,136,12/31/2019
WY,4/11/2021,3,26,0,29,1733,20,29,0.406809002,31,705,1733,0.028776978,29,20,695,0.01183432,29,20,1690,0,29,12/31/2019
WV,3/19/2020,0,0,0,3,360,0,3,0.641666667,3,231,360,0,3,0,231,0,3,0,360,0,3,12/31/2019
PR,8/18/2021,5,59,13,64,9091,481,64,0.618193818,65,5620,9091,0.087725698,64,481,5483,0.053984287,64,481,8910,14,64,12/31/2019
MA,2/3/2021,10,91,78,101,19604,1496,101,0.802234238,102,15727,19604,0.095688883,101,1496,15634,0.076820376,101,1496,19474,33,101,12/31/2019
DE,2/12/2021,1,14,3,15,3294,258,15,0.72859745,16,2400,3294,0.108357833,15,258,2381,0.079092581,15,258,3262,2,15,12/31/2019
WY,9/5/2021,11,18,0,29,1731,203,29,0.485846332,31,841,1731,0.246359223,29,203,824,0.119764012,29,203,1695,1,29,12/31/2019
NJ,8/24/2021,6,61,76,80,21846,1067,80,0.692254875,81,15123,21846,0.070793524,80,1067,15072,0.0490079,80,1067,21772,5,80,12/31/2019
RI,11/4/2020,2,12,7,14,2240,208,14,0.882589286,14,1977,2240,0.107604759,13,208,1933,0.095500459,14,208,2178,1,14,12/31/2019
TX,2/15/2021,147,436,118,583,68317,8313,583,0.680972525,588,46522,68317,0.180572148,583,8313,46037,0.123140961,583,8313,67508,135,583,12/31/2019
TX,6/1/2021,102,477,79,585,66795,2155,585,0.684826709,590,45743,66795,0.047710769,585,2155,45168,0.032635198,585,2155,66033,19,585,12/31/2019
OK,9/8/2021,45,86,4,133,9740,1596,133,0.691273101,135,6733,9740,0.242848448,133,1596,6572,0.16705045,133,1596,9554,20,133,12/31/2019
NM,8/19/2021,19,36,1,55,4324,409,55,0.743755782,56,3216,4324,0.130006357,55,409,3146,0.096965386,55,409,4218,6,55,12/31/2019
OH,4/15/2021,10,211,23,229,32441,1796,229,0.741284177,233,24048,32441,0.075395659,229,1796,23821,0.055915318,229,1796,32120,20,229,12/31/2019
MI,5/9/2021,8,152,6,160,22785,2461,160,0.798420013,164,18192,22785,0.136192584,160,2461,18070,0.108975778,160,2461,22583,35,160,12/31/2019
LA,2/19/2021,44,172,1,216,13924,727,219,0.661016949,222,9204,13924,0.080030823,219,727,9084,0.053112215,219,727,13688,11,216,12/31/2019
DE,11/4/2020,2,12,2,14,3085,158,14,0.69821718,15,2154,3085,0.073935423,14,158,2137,0.051752375,14,158,3053,4,14,12/31/2019
IN,8/28/2021,18,147,4,166,18812,2098,166,0.662608973,168,12465,18812,0.16978231,166,2098,12357,0.11239085,166,2098,18667,17,166,12/31/2019
NC,4/26/2021,3,111,10,114,22011,1119,114,0.748171369,118,16468,22011,0.068696666,114,1119,16289,0.051476677,114,1119,21738,20,114,12/31/2019
AK,10/14/2020,2,20,0,22,1558,60,22,0.609114249,22,949,1558,0.063224447,22,60,949,0.038510911,22,60,1558,2,22,12/31/2019
KY,7/14/2021,1,24,0,115,14588,275,115,0.619961612,117,9044,14588,0.030826141,115,275,8921,0.019056198,115,275,14431,17,115,12/31/2019
DE,7/7/2021,1,14,0,15,3427,36,15,0.738838634,16,2532,3427,0.014285714,15,36,2520,0.010603829,15,36,3395,0,15,12/31/2019
CA,7/21/2021,70,312,20,407,64721,2760,406,0.781307458,415,50567,64721,0.055265213,406,2760,49941,0.043192488,406,2760,63900,18,406,12/31/2019
VA,9/2/2021,20,66,41,103,18345,1912,103,0.766639411,106,14064,18345,0.137583651,103,1912,13897,0.105658709,103,1912,18096,23,103,12/31/2019
VT,10/4/2020,1,15,0,16,1305,1,16,0.557854406,17,728,1305,0.001414427,16,1,707,0.000793651,16,1,1260,0,16,12/31/2019
SD,3/20/2021,1,61,21,62,2818,62,62,0.506032647,65,1426,2818,0.044285714,62,62,1400,0.022537259,62,62,2751,0,62,12/31/2019
VA,6/7/2021,15,70,22,91,17124,453,91,0.695807054,94,11915,17124,0.038523684,91,453,11759,0.026849218,91,453,16872,7,91,12/31/2019
MO,3/10/2020,0,0,0,2,417,0,3,0.083333333,1,1,12,0,1,0,1,0,3,0,417,0,2,12/31/2019
OH,6/2/2021,11,211,34,230,32492,1074,230,0.723747384,234,23516,32492,0.046100356,230,1074,23297,0.033378916,230,1074,32176,22,230,12/31/2019
HI,8/9/2021,1,19,13,24,2469,242,24,0.722154719,24,1783,2469,0.135726304,24,242,1783,0.098015391,24,242,2469,1,24,12/31/2019
NM,3/18/2021,15,39,1,54,4352,157,54,0.689797794,55,3002,4352,0.053547067,54,157,2932,0.037010844,54,157,4242,3,54,12/31/2019
VT,4/22/2021,1,15,0,16,1307,27,16,0.654169855,17,855,1307,0.03253012,16,27,830,0.021259843,16,27,1270,0,16,12/31/2019
KS,2/11/2021,14,132,5,147,8856,462,147,0.581187895,150,5147,8856,0.090517241,147,462,5104,0.052685597,147,462,8769,8,147,12/31/2019
RI,7/25/2021,4,9,0,14,2450,77,14,0.926530612,15,2270,2450,0.034731619,14,77,2217,0.032204099,14,77,2391,2,14,12/31/2019
VI,8/19/2021,2,0,8,2,168,33,2,0.708333333,2,119,168,0.277310924,2,33,119,0.196428571,2,33,168,1,2,12/31/2019
MN,2/7/2021,19,107,7,139,9789,407,139,0.694657268,140,6800,9789,0.060827978,139,407,6691,0.042356124,139,407,9609,3,139,12/31/2019
MA,7/31/2021,11,89,3,100,19256,236,100,0.832883257,101,16038,19256,0.014812025,100,236,15933,0.01234116,100,236,19123,3,100,12/31/2019
IA,5/11/2021,0,38,0,120,7905,251,120,0.62112587,122,4910,7905,0.051956117,120,251,4831,0.032146516,120,251,7808,6,120,12/31/2019
ND,7/20/2021,9,37,10,46,2055,35,46,0.693430657,47,1425,2055,0.024787535,46,35,1412,0.017249877,46,35,2029,0,46,12/31/2019
VA,1/23/2021,23,75,67,103,18589,2719,103,0.720372263,106,13391,18589,0.205440121,103,2719,13235,0.14840893,103,2719,18321,40,103,12/31/2019
MS,7/17/2021,7,99,8,106,8694,434,106,0.641246837,108,5575,8694,0.078410117,106,434,5535,0.050342188,106,434,8621,4,106,12/31/2019
IL,10/9/2020,22,156,20,181,30442,2062,192,0.663261284,190,20191,30442,0.099787069,192,2062,20664,0.066591347,185,2004,30094,22,186,12/31/2019
KY,7/27/2021,1,13,14,105,13205,599,105,0.614009845,107,8108,13205,0.075204018,105,599,7965,0.045903901,105,599,13049,4,105,12/31/2019
HI,1/18/2020,0,0,0,1,4,0,1,0,1,0,4,,1,0,0,0,1,0,4,0,1,12/31/2019
GA,4/16/2021,26,130,8,167,23086,1565,167,0.776531231,170,17927,23086,0.08828839,167,1565,17726,0.068655407,167,1565,22795,14,167,12/31/2019
OH,2/19/2021,12,210,41,229,32493,1787,229,0.706798387,233,22966,32493,0.078483904,229,1787,22769,0.055546921,229,1787,32171,21,229,12/31/2019
VI,6/12/2021,2,0,0,2,168,10,2,0.517857143,2,87,168,0.114942529,2,10,87,0.05952381,2,10,168,0,2,12/31/2019
PA,9/28/2020,19,181,3,188,29312,947,208,0.737172489,192,21608,29312,0.040069392,207,947,23634,0.029183215,186,845,28955,5,194,12/31/2019
NY,1/26/2021,10,162,301,172,50332,9641,172,0.754152428,181,37958,50332,0.256402755,172,9641,37601,0.194058091,172,9641,49681,136,172,12/31/2019
MI,6/21/2021,5,150,8,155,22098,416,155,0.75617703,159,16710,22098,0.025081394,155,416,16586,0.019002375,155,416,21892,4,155,12/31/2019
MA,8/12/2021,11,89,14,100,19297,352,100,0.856298907,101,16524,19297,0.021451642,100,352,16409,0.018367773,100,352,19164,6,100,12/31/2019
ID,2/18/2021,4,40,1,51,3702,137,51,0.591572123,52,2190,3702,0.06351414,51,137,2157,0.03742147,51,137,3661,0,51,12/31/2019
KY,10/24/2020,2,112,26,115,14006,889,114,0.685634728,117,9603,14006,0.094938061,114,889,9364,0.065042435,114,889,13668,11,115,12/31/2019
ME,8/22/2021,2,28,4,38,3313,128,38,0.696649562,39,2308,3313,0.056263736,38,128,2275,0.039083969,38,128,3275,0,38,12/31/2019
MI,10/30/2020,12,143,19,157,23562,1733,157,0.767888974,161,18093,23562,0.096384872,157,1733,17980,0.074154899,157,1733,23370,10,156,12/31/2019
PR,2/24/2021,8,58,2,66,9726,262,66,0.588011516,67,5719,9726,0.046819157,66,262,5596,0.027466191,66,262,9539,59,66,12/31/2019
AL,4/13/2021,27,66,4,102,14950,405,102,0.737859532,107,11031,14950,0.037967564,102,405,10667,0.027996682,102,405,14466,4,102,12/31/2019
MN,3/2/2020,0,0,0,1,46,0,1,,,,,,,,,,,,,0,1,12/31/2019
SC,6/12/2021,19,66,0,85,10651,153,85,0.747817106,87,7965,10651,0.019465649,85,153,7860,0.014589492,85,153,10487,3,85,12/31/2019
NY,7/24/2021,4,191,69,199,52381,891,199,0.724193887,208,37934,52381,0.023682322,199,891,37623,0.017198116,199,891,51808,9,199,12/31/2019
TX,4/29/2021,101,484,65,591,70300,3264,591,0.726756757,596,51091,70300,0.064702851,591,3264,50446,0.04694039,591,3264,69535,29,591,12/31/2019
CO,3/9/2021,6,77,8,94,11095,387,94,0.682199189,96,7569,11095,0.051731052,94,387,7481,0.03522024,94,387,10988,5,94,12/31/2019
NY,4/2/2021,5,190,168,199,53363,5295,199,0.738151903,208,39390,53363,0.135446244,199,5295,39093,0.100386759,199,5295,52746,55,199,12/31/2019
MA,10/23/2020,7,95,24,102,20017,490,102,0.787530599,103,15764,20017,0.031277927,102,490,15666,0.024645408,102,490,19882,4,102,12/31/2019
WY,6/12/2021,2,26,0,28,1526,33,28,0.443643512,30,677,1526,0.049475262,28,33,667,0.02244898,28,33,1470,0,28,12/31/2019
UT,7/20/2021,0,44,0,52,5486,294,52,0.630514036,53,3459,5486,0.086115993,52,294,3414,0.054343808,52,294,5410,1,52,12/31/2019
CO,8/21/2021,8,78,7,104,11795,718,104,0.668164476,106,7881,11795,0.091992313,104,718,7805,0.061430527,104,718,11688,7,104,12/31/2019
VT,8/24/2021,1,15,0,16,1262,37,16,0.736925515,17,930,1262,0.040929204,16,37,904,0.030204082,16,37,1225,0,16,12/31/2019
NE,7/25/2021,9,90,0,99,4618,120,99,0.631658727,100,2917,4618,0.041811847,99,120,2870,0.026420079,99,120,4542,2,99,12/31/2019
IL,3/4/2021,9,171,67,200,32123,1289,200,0.685209974,205,22011,32123,0.059185454,200,1289,21779,0.040580531,200,1289,31764,12,200,12/31/2019
AZ,5/24/2021,25,73,7,98,14901,589,98,0.640963694,101,9551,14901,0.062947526,98,589,9357,0.040301061,98,589,14615,5,98,12/31/2019
OH,2/7/2021,18,205,44,230,32478,2284,230,0.676211589,234,21962,32478,0.10492466,230,2284,21768,0.071033153,230,2284,32154,32,230,12/31/2019
CT,2/2/2021,4,28,28,32,7875,988,32,0.792,33,6237,7875,0.159612278,32,988,6190,0.12695965,32,988,7782,15,32,12/31/2019
VT,3/11/2021,1,15,0,16,1308,27,16,0.626146789,17,819,1308,0.034047919,16,27,793,0.021243116,16,27,1271,0,16,12/31/2019
UT,6/20/2021,1,50,0,59,6245,153,59,0.566373098,60,3537,6245,0.043826984,59,153,3491,0.024821544,59,153,6164,0,59,12/31/2019
CA,3/17/2020,0,0,0,4,285,6,4,0.680701754,4,194,285,0.030927835,4,6,194,0.021052632,4,6,285,0,4,12/31/2019
IL,10/23/2020,22,166,57,192,31350,2732,195,0.679457735,197,21301,31350,0.127896634,195,2732,21361,0.085915995,191,2653,30879,18,195,12/31/2019
MI,7/12/2021,5,150,6,155,22070,277,155,0.760851835,159,16792,22070,0.016613687,155,277,16673,0.012669807,155,277,21863,1,155,12/31/2019
AL,2/4/2021,33,74,23,113,15578,1933,113,0.774297086,117,12062,15578,0.164791134,113,1933,11730,0.127784756,113,1933,15127,36,113,12/31/2019
KS,7/22/2021,12,131,0,147,9035,370,147,0.620475927,150,5606,9035,0.066726781,147,370,5545,0.041308474,147,370,8957,9,147,12/31/2019
VI,1/21/2021,1,1,0,2,168,1,2,0.577380952,2,97,168,0.010309278,2,1,97,0.005952381,2,1,168,0,2,12/31/2019
SD,2/10/2021,1,61,17,62,2841,102,62,0.568813798,65,1616,2841,0.064030132,62,102,1593,0.036796537,62,102,2772,1,62,12/31/2019
MI,4/24/2021,18,142,13,160,23114,3671,160,0.793069136,164,18331,23114,0.201382413,160,3671,18229,0.160221718,160,3671,22912,46,160,12/31/2019
NY,8/16/2021,5,166,81,171,46700,2253,171,0.761070664,180,35542,46700,0.063925775,171,2253,35244,0.048852942,171,2253,46118,15,171,12/31/2019
PA,5/27/2021,29,193,19,222,31434,1517,222,0.819176688,228,25750,31434,0.059476202,222,1517,25506,0.048855109,222,1517,31051,20,222,12/31/2019
DC,5/14/2021,0,12,1,12,3486,142,13,0.786574871,14,2742,3486,0.053524312,13,142,2653,0.042299672,13,142,3357,1,12,12/31/2019
AL,3/6/2021,25,79,8,113,15433,664,113,0.711656839,117,10983,15433,0.062335712,113,664,10652,0.044305064,113,664,14987,6,113,12/31/2019
LA,3/30/2021,43,173,0,216,14012,325,219,0.664715958,222,9314,14012,0.035295395,219,325,9208,0.0235439,219,325,13804,2,216,12/31/2019
ND,4/8/2021,11,38,23,49,2447,93,49,0.697997548,50,1708,2447,0.055029586,49,93,1690,0.038413879,49,93,2421,0,49,12/31/2019
OH,2/2/2021,17,171,40,195,29924,2916,195,0.704718621,199,21088,29924,0.139534884,195,2916,20898,0.09852017,195,2916,29598,134,195,12/31/2019
MO,9/6/2021,28,72,6,121,15208,1957,121,0.773408732,125,11762,15208,0.169319952,121,1957,11558,0.131131064,121,1957,14924,23,121,12/31/2019
WV,7/31/2021,13,46,1,59,6453,191,59,0.717495738,63,4630,6453,0.042024202,59,191,4545,0.030545338,59,191,6253,4,59,12/31/2019
ME,9/8/2021,4,22,9,33,2968,190,33,0.712601078,34,2115,2968,0.091346154,33,190,2080,0.064846416,33,190,2930,3,33,12/31/2019
VA,8/14/2021,17,69,30,103,18318,1102,103,0.72376897,106,13258,18318,0.084186402,103,1102,13090,0.061022205,103,1102,18059,11,103,12/31/2019
NV,3/27/2021,0,4,28,61,8850,278,61,0.691525424,63,6120,8850,0.046194749,61,278,6018,0.032016584,61,278,8683,4,61,12/31/2019
NJ,2/16/2021,6,63,110,77,21364,2441,77,0.705860326,78,15080,21364,0.162278952,77,2441,15042,0.114654767,77,2441,21290,42,77,12/31/2019
AR,1/29/2021,18,91,21,109,9400,1052,109,0.712659574,111,6699,9400,0.157437893,109,1052,6682,0.112405171,109,1052,9359,18,109,12/31/2019
AZ,4/6/2021,25,81,3,106,15718,590,106,0.65739916,109,10333,15718,0.058300395,106,590,10120,0.038304226,106,590,15403,0,106,12/31/2019
VA,1/28/2021,22,77,64,104,18553,2577,104,0.752816256,107,13967,18553,0.186888099,104,2577,13789,0.140912073,104,2577,18288,43,104,12/31/2019
TX,6/18/2021,97,438,90,595,66653,2070,595,0.758495492,600,50556,66653,0.041435635,595,2070,49957,0.031405034,595,2070,65913,10,595,12/31/2019
TN,3/29/2021,15,94,17,109,20090,892,109,0.644402101,129,12513,19418,0.075264271,108,890,11825,0.048767153,109,892,18291,8,109,12/31/2019
TX,3/28/2021,108,479,74,587,69226,3732,587,0.673301939,592,46610,69226,0.080935135,587,3732,46111,0.054514381,587,3732,68459,38,587,12/31/2019
WV,11/7/2020,15,44,14,59,6294,381,59,0.713695583,63,4492,6294,0.086355394,59,381,4412,0.062510254,59,381,6095,4,59,12/31/2019
NC,4/11/2021,3,125,21,128,23925,1059,128,0.727439916,132,17404,23925,0.061455432,128,1059,17232,0.044787481,128,1059,23645,18,128,12/31/2019
KS,10/19/2020,25,109,4,140,8441,442,139,0.56545433,140,4773,8441,0.091949241,139,442,4807,0.052587244,134,437,8310,12,139,12/31/2019
PR,5/4/2021,0,2,5,70,10124,460,70,0.586131964,71,5934,10124,0.079051383,70,460,5819,0.04624045,70,460,9948,6,70,12/31/2019
AK,1/19/2021,1,21,0,22,1460,48,22,0.528082192,22,771,1460,0.062256809,22,48,771,0.032876712,22,48,1460,2,22,12/31/2019
AK,7/23/2021,0,23,1,24,1667,94,24,0.680263947,24,1134,1667,0.082892416,24,94,1134,0.056388722,24,94,1667,0,24,12/31/2019
CO,4/19/2021,5,78,3,94,11122,594,94,0.669573818,96,7447,11122,0.080542373,94,594,7375,0.053926464,94,594,11015,3,94,12/31/2019
ID,4/23/2021,4,40,4,51,3745,137,51,0.584245661,52,2188,3745,0.063691306,51,137,2151,0.036977058,51,137,3705,3,51,12/31/2019
ND,1/25/2021,17,29,32,46,2054,131,46,0.639240506,47,1313,2054,0.101080247,46,131,1296,0.064595661,46,131,2028,0,46,12/31/2019
MT,2/16/2020,0,0,0,1,36,0,1,0.361111111,1,13,36,0,1,0,13,0,1,0,36,0,1,12/31/2019
WA,10/9/2020,12,71,9,95,10388,402,99,0.640739315,84,6656,10388,0.038829325,98,402,10353,0.027084957,82,278,10264,3,98,12/31/2019
IA,1/18/2021,5,65,5,120,7953,533,120,0.594995599,122,4732,7953,0.11452514,120,533,4654,0.06790674,120,533,7849,8,120,12/31/2019
AL,8/29/2021,32,66,18,112,15222,3067,112,0.773354356,116,11772,15222,0.269626374,111,3067,11375,0.208059155,111,3067,14741,47,112,12/31/2019
AL,5/21/2021,31,72,5,113,15516,399,113,0.754511472,117,11707,15516,0.034500649,113,399,11565,0.026078431,113,399,15300,4,113,12/31/2019
